fibroblast	endothelial_cell	macrophage	myofibroblast_cell
ENSG00000011243	0.481	0.428	0.462	0.551867219917012
ENSG00000114416	1.279	1.455	1.527	1.04564315352697
ENSG00000101752	0.522	0.574	0.37	0.340248962655602
ENSG00000196233	0.398	0.474	0.8	0.348547717842324
ENSG00000244462	0.385	0.36	0.624	0.408713692946058
ENSG00000033178	0.277	0.558	0.474	0.278008298755187
ENSG00000183354	0.5	0.662	0.563	0.485477178423237
ENSG00000248333	0.264	0.325	0.288	0.323651452282158
ENSG00000159842	0.311	0.522	0.476	0.477178423236515
ENSG00000160014	1.131	0.827	4.721	1.04356846473029
ENSG00000198909	0.53	0.746	0.903	0.271784232365145
ENSG00000090060	1.484	1.743	2.169	1.12033195020747
ENSG00000123064	0.416	0.319	0.331	0.294605809128631
ENSG00000177674	0.776	0.38	1.384	0.157676348547718
ENSG00000135679	0.445	0.353	0.709	0.352697095435685
ENSG00000106123	1.113	0.049	0.283	0.66597510373444
ENSG00000065135	1.049	1.877	2.509	0.867219917012448
ENSG00000050393	0.342	0.487	0.563	0.234439834024896
ENSG00000150961	0.5	0.235	0.481	0.346473029045643
ENSG00000151694	0.612	0.594	1.822	0.180497925311203
ENSG00000185591	0.522	0.538	0.555	0.379668049792531
ENSG00000183513	0.624	0.303	0.385	0.286307053941909
ENSG00000169692	0.604	0.401	1.039	0.242738589211618
ENSG00000120688	0.847	0.405	0.387	0.412863070539419
ENSG00000157540	0.415	0.489	0.809	0.410788381742739
ENSG00000105483	0.155	1.074	1.045	0.0995850622406639
ENSG00000132612	0.553	0.478	0.484	0.340248962655602
ENSG00000107521	0.421	0.245	0.986	0.20954356846473
ENSG00000163001	0.664	0.835	0.186	0.491701244813278
ENSG00000144746	3.71	1.473	3.371	0.970954356846473
ENSG00000141424	0.641	0.193	0.373	0.363070539419087
ENSG00000112769	1.736	0.553	0.106	0.83195020746888
ENSG00000204463	0.523	0.447	0.688	0.342323651452282
ENSG00000160908	0.298	0.321	0.437	0.25103734439834
ENSG00000163466	3.186	3.843	8.015	2.78838174273859
ENSG00000070540	0.579	0.072	0.29	0.107883817427386
ENSG00000109220	0.443	0.692	0.321	0.114107883817427
ENSG00000112146	0.649	0.431	0.45	0.491701244813278
ENSG00000013364	1.056	0.738	0.62	0.271784232365145
ENSG00000139233	0.429	0.389	0.451	0.282157676348548
ENSG00000124222	0.514	0.5	0.667	0.348547717842324
ENSG00000135766	0.587	0.964	0.402	0.33195020746888
ENSG00000268205	0.77	0.838	0.433	1.02282157676349
ENSG00000170881	0.418	0.279	0.542	0.309128630705394
ENSG00000172081	0.276	0.165	0.724	0.147302904564315
ENSG00000135930	0.693	0.391	0.791	0.315352697095436
ENSG00000147471	0.519	0.545	0.719	0.406639004149378
ENSG00000211456	0.29	0.251	0.412	0.195020746887967
ENSG00000139631	0.617	0.236	0.208	0.697095435684647
ENSG00000150457	1.062	0.718	0.676	0.487551867219917
ENSG00000168310	0.532	0.642	0.846	0.441908713692946
ENSG00000159128	0.915	0.6	1.269	0.176348547717842
ENSG00000135870	0.553	0.553	0.915	0.425311203319502
ENSG00000129071	0.591	0.385	0.63	0.24896265560166
ENSG00000138172	1.242	0.427	0.516	0.464730290456432
ENSG00000135441	2.625	0.953	2.024	1.17219917012448
ENSG00000119402	0.399	0.457	0.411	0.236514522821577
ENSG00000151465	0.488	0.494	0.349	0.342323651452282
ENSG00000055917	0.531	0.617	0.838	0.402489626556017
ENSG00000082212	0.206	0.211	0.959	0.155601659751037
ENSG00000095139	0.57	0.639	0.699	0.37551867219917
ENSG00000123595	0.638	0.246	0.647	0.188796680497925
ENSG00000111144	0.325	0.501	1.296	0.338174273858921
ENSG00000172262	0.596	0.615	0.45	0.479253112033195
ENSG00000162434	2.579	2.528	2.733	2.72614107883817
ENSG00000115904	0.475	1.165	0.654	0.452282157676349
ENSG00000107263	0.31	0.823	0.687	0.201244813278008
ENSG00000084676	0.899	0.587	1.004	0.454356846473029
ENSG00000197971	0.792	0.049	0.994	0.0518672199170125
ENSG00000141580	0.738	0.755	1.139	0.798755186721992
ENSG00000080815	0.347	0.33	1.206	0.224066390041494
ENSG00000187954	0.634	0.338	0.35	0.423236514522822
ENSG00000187446	0.702	0.41	0.893	0.477178423236515
ENSG00000160570	0.129	0.431	0.716	0.230290456431535
ENSG00000168159	0.772	0.446	0.533	0.311203319502075
ENSG00000151461	0.465	0.629	0.566	0.431535269709544
ENSG00000182149	0.646	0.68	1.016	0.468879668049793
ENSG00000107957	1.05	0.248	0.621	0.715767634854772
ENSG00000130520	0.493	0.463	0.944	0.273858921161826
ENSG00000134108	0.672	0.46	1.759	0.356846473029046
ENSG00000148634	0.648	0.473	0.742	0.5
ENSG00000164305	0.521	0.733	0.917	0.545643153526971
ENSG00000062650	0.499	0.487	0.839	0.408713692946058
ENSG00000095787	1.515	1.81	1.989	1.2551867219917
ENSG00000166337	0.773	0.483	0.705	0.238589211618257
ENSG00000101150	0.618	0.426	1.108	0.402489626556017
ENSG00000123091	0.674	0.687	0.513	0.54149377593361
ENSG00000160948	2.371	1.849	1.852	1.72821576763485
ENSG00000123983	0.716	0.88	0.947	0.539419087136929
ENSG00000158828	1.088	0.884	0.642	0.775933609958506
ENSG00000198695	0.335	0.572	0.749	0.460580912863071
ENSG00000158552	0.352	0.313	0.372	0.340248962655602
ENSG00000132471	0.677	0.729	1.359	0.406639004149378
ENSG00000131013	0.668	0.434	0.488	0.701244813278008
ENSG00000166173	1.848	0.18	0.122	0.199170124481328
ENSG00000168438	0.667	0.465	0.632	0.352697095435685
ENSG00000196712	0.61	0.368	0.53	0.396265560165975
ENSG00000175756	1.587	1.056	1.342	1.04149377593361
ENSG00000171148	0.662	0.396	0.54	0.605809128630705
ENSG00000006125	0.885	1.057	0.719	0.516597510373444
ENSG00000185728	0.542	0.473	1.399	0.400414937759336
ENSG00000151414	0.501	0.525	0.775	0.470954356846473
ENSG00000115241	0.886	0.909	0.772	0.657676348547718
ENSG00000184863	0.344	0.436	0.495	0.29253112033195
ENSG00000108061	0.583	0.727	0.738	0.545643153526971
ENSG00000100644	0.439	1.149	2.248	0.83402489626556
ENSG00000133657	0.883	0.756	2.163	0.45850622406639
ENSG00000099331	0.396	0.323	1.664	0.311203319502075
ENSG00000070495	0.554	0.754	1.112	0.738589211618257
ENSG00000144028	0.548	0.699	0.653	0.547717842323652
ENSG00000105723	0.522	0.677	0.961	0.572614107883817
ENSG00000082898	0.523	0.549	1.131	0.360995850622407
ENSG00000155463	0.919	0.587	1.137	0.448132780082988
ENSG00000137497	1.008	0.983	0.889	0.66804979253112
ENSG00000136536	0.65	0.883	0.862	0.537344398340249
ENSG00000083799	0.299	0.439	1.056	0.267634854771784
ENSG00000146386	0.172	0.348	1.113	0.0352697095435685
ENSG00000270647	0.573	0.733	0.676	0.443983402489627
ENSG00000115446	0.75	0.462	0.508	0.340248962655602
ENSG00000163565	3.548	4.808	3.4	1.32572614107884
ENSG00000106588	0.726	0.595	0.597	0.603734439834025
ENSG00000101193	0.493	0.369	0.405	0.325726141078838
ENSG00000257923	1.173	0.634	0.976	0.62655601659751
ENSG00000008441	2.196	0.363	0.322	0.70746887966805
ENSG00000164091	0.849	0.852	0.963	0.5850622406639
ENSG00000136950	0.412	0.958	0.341	0.275933609958506
ENSG00000179134	0.91	0.595	0.621	0.537344398340249
ENSG00000169057	0.521	0.667	0.666	0.628630705394191
ENSG00000134686	0.921	0.869	1.067	0.612033195020747
ENSG00000163875	0.78	0.582	0.656	0.468879668049793
ENSG00000242247	0.677	0.569	0.617	0.690871369294606
ENSG00000164054	0.757	1.004	0.59	0.379668049792531
ENSG00000138081	0.546	0.78	0.894	0.398340248962656
ENSG00000196954	0.947	1.46	0.927	0.267634854771784
ENSG00000198399	0.562	0.789	1.48	0.385892116182573
ENSG00000221914	0.979	0.894	0.66	0.632780082987552
ENSG00000105993	2.261	3.359	7.038	2.13485477178423
ENSG00000143418	1.347	0.66	1.037	0.491701244813278
ENSG00000108518	4.388	4.466	9.841	4.33402489626556
ENSG00000141562	0.459	0.703	0.517	0.369294605809129
ENSG00000175324	0.558	0.43	0.398	0.410788381742739
ENSG00000119669	1.11	0.649	0.538	1.01244813278008
ENSG00000101474	0.503	0.359	1.194	0.244813278008299
ENSG00000104331	0.681	0.437	0.466	0.425311203319502
ENSG00000109381	0.987	1.087	0.897	0.676348547717842
ENSG00000113163	0.846	0.906	1.787	0.587136929460581
ENSG00000089006	0.86	0.581	1.565	0.346473029045643
ENSG00000139163	0.449	0.519	1.298	0.421161825726141
ENSG00000111596	0.663	0.622	0.724	0.462655601659751
ENSG00000075151	0.641	0.759	1.361	0.358921161825726
ENSG00000170525	0.826	0.554	2.414	0.257261410788382
ENSG00000186522	0.941	1.399	0.402	0.605809128630705
ENSG00000159346	0.473	0.453	1.727	0.271784232365145
ENSG00000163950	0.581	0.465	0.667	0.435684647302905
ENSG00000119541	1.053	0.652	0.957	0.5850622406639
ENSG00000198624	1.345	1.434	0.517	0.304979253112033
ENSG00000148730	1.327	0.977	0.798	0.651452282157676
ENSG00000083937	0.766	0.671	0.966	0.45850622406639
ENSG00000074071	0.882	0.5	0.786	0.437759336099585
ENSG00000114796	0.822	0.592	0.877	0.531120331950207
ENSG00000162889	0.529	0.686	1.193	0.560165975103734
ENSG00000164308	0.535	1.113	0.863	0.157676348547718
ENSG00000071553	0.752	0.464	1.731	0.33195020746888
ENSG00000135932	0.454	0.558	1.974	0.33402489626556
ENSG00000204386	0.879	0.501	2.173	0.327800829875519
ENSG00000102119	0.691	0.403	0.705	0.941908713692946
ENSG00000105698	0.838	0.661	1.382	0.491701244813278
ENSG00000133398	0.676	0.783	0.483	0.522821576763486
ENSG00000137876	2.137	1.163	1.06	1.5207468879668
ENSG00000255112	1.29	0.461	2.303	0.740663900414938
ENSG00000086666	0.612	0.662	1.101	0.470954356846473
ENSG00000176386	1.071	0.773	0.543	0.315352697095436
ENSG00000032219	0.475	0.824	1.016	0.539419087136929
ENSG00000130706	1.034	0.825	0.931	0.659751037344398
ENSG00000137193	3.091	0.64	0.401	0.406639004149378
ENSG00000124228	0.76	0.416	0.803	0.603734439834025
ENSG00000121579	0.767	0.522	1.211	0.410788381742739
ENSG00000198408	0.627	0.608	0.757	0.522821576763486
ENSG00000198265	0.622	0.641	1.242	0.421161825726141
ENSG00000130175	1.041	0.707	1.085	0.41701244813278
ENSG00000013275	0.847	0.579	0.779	0.508298755186722
ENSG00000005339	0.82	0.843	0.999	0.599585062240664
ENSG00000134330	1.012	0.222	0.615	0.607883817427386
ENSG00000127947	0.885	1.985	1.062	0.819502074688797
ENSG00000071054	0.783	1.299	0.668	0.825726141078838
ENSG00000165997	1.182	2.089	1.983	1.72199170124481
ENSG00000100697	0.649	1.019	1.648	0.663900414937759
ENSG00000167088	0.987	0.85	0.783	0.520746887966805
ENSG00000078618	0.719	0.558	0.71	0.441908713692946
ENSG00000079950	0.48	0.552	1.989	0.45643153526971
ENSG00000163728	0.767	0.467	0.441	0.404564315352697
ENSG00000162032	1.013	0.7	0.511	0.545643153526971
ENSG00000083168	0.664	1.588	0.93	0.620331950207469
ENSG00000064601	1.373	0.626	1.355	0.387966804979253
ENSG00000172845	0.781	0.662	1.008	0.5850622406639
ENSG00000158615	1.086	0.905	2.047	1.1804979253112
ENSG00000189159	0.637	0.635	1.085	0.327800829875519
ENSG00000136560	1.256	0.533	1.32	0.462655601659751
ENSG00000126756	1.93	1.37	1.356	1.30912863070539
ENSG00000182196	2.059	1.377	1.786	1.46265560165975
ENSG00000162585	0.796	0.573	0.847	0.570539419087137
ENSG00000147669	0.925	0.722	0.721	0.593360995850622
ENSG00000228253	0.799	0.525	0.937	0.628630705394191
ENSG00000187109	4.726	3.107	4.387	2.98755186721992
ENSG00000102144	1.871	2.005	3.311	1.07261410788382
ENSG00000138814	1.07	1.696	1.541	0.360995850622407
ENSG00000100393	0.755	0.905	1.291	0.74896265560166
ENSG00000188186	2.756	1.55	2.991	1.45643153526971
ENSG00000140740	1.045	1.038	1.137	0.900414937759336
ENSG00000278311	0.943	1.138	1.11	0.813278008298755
ENSG00000116586	1.058	0.786	1.477	0.435684647302905
ENSG00000005075	1.182	0.714	1.017	0.95643153526971
ENSG00000198625	0.82	0.788	1.279	0.684647302904564
ENSG00000137312	1.076	2.041	1.028	0.678423236514523
ENSG00000152492	1.129	1.979	1.039	0.728215767634855
ENSG00000178035	1.804	0.636	0.671	0.890041493775934
ENSG00000143761	2.674	2.588	3.635	1.83402489626556
ENSG00000178719	2.247	0.725	2.649	0.454356846473029
ENSG00000011304	0.934	1.309	1.45	0.695020746887967
ENSG00000147162	0.7	0.466	0.747	0.350622406639004
ENSG00000156411	2.708	1.554	2.65	1.5103734439834
ENSG00000166946	1.054	0.688	0.679	0.593360995850622
ENSG00000124214	1.044	0.947	1.087	0.771784232365145
ENSG00000086065	1.298	1.407	1.063	0.929460580912863
ENSG00000165494	1.163	1.951	2.022	1.30705394190871
ENSG00000108848	2.255	2.224	1.899	2.24273858921162
ENSG00000168610	3.287	3.828	2.186	3.649377593361
ENSG00000048828	1.267	1.18	1.934	0.879668049792531
ENSG00000090863	1.757	1.047	1.083	0.740663900414938
ENSG00000025708	1.667	0.831	2.848	0.910788381742739
ENSG00000182154	1.425	0.762	0.849	0.659751037344398
ENSG00000185043	0.991	0.663	0.821	0.651452282157676
ENSG00000004059	1.494	1.046	1.278	0.867219917012448
ENSG00000265681	3.157	2.324	1.908	1.67634854771784
ENSG00000100612	1.203	0.946	0.827	0.850622406639004
ENSG00000135535	2.459	0.947	5.623	1.09958506224066
ENSG00000023287	1.592	1.138	1.127	1.10995850622407
ENSG00000100201	4.383	3.986	4.003	3.17842323651452
ENSG00000146731	1.194	1.729	1.361	1.12033195020747
ENSG00000101745	2.062	2.681	2.917	2.12863070539419
ENSG00000143977	1.547	1.37	1.065	1.11203319502075
ENSG00000174953	1.22	1.045	1.095	0.807053941908714
ENSG00000135486	6.328	4.597	5.454	4.63278008298755
ENSG00000074800	3.834	2.043	4.501	1.20331950207469
ENSG00000213719	4.273	4.323	5.267	3.25933609958506
ENSG00000285437	1.18	1.852	1.711	0.9149377593361
ENSG00000179262	1.748	1.191	1.803	1.37551867219917
ENSG00000173221	1.501	0.533	2.065	0.475103734439834
ENSG00000131051	4.295	3.024	3.653	2.77178423236515
ENSG00000120727	1.619	1.074	1.501	0.985477178423237
ENSG00000171490	2.095	1.171	1.459	1.16182572614108
ENSG00000100354	1.945	2.048	1.708	1.3195020746888
ENSG00000079246	2.072	1.784	1.886	1.40041493775934
ENSG00000034713	2.297	2.491	1.222	1.10373443983402
ENSG00000099341	2.501	1.301	1.478	1.57261410788382
ENSG00000134294	3.531	3.989	5.2	3.57261410788382
ENSG00000168066	1.762	1.477	1.811	1.18464730290456
ENSG00000122026	38.767	25.58	26.422	23.792531120332
ENSG00000171863	22.683	20.132	15.5	17.0560165975104
ENSG00000211592	0.578	0.689	0.84	0.533195020746888
ENSG00000211895	0.344	0.233	0.407	0.153526970954357
ENSG00000170476	0.005	0.021	0.016	0.0103734439834025
ENSG00000211896	0.087	0.111	0.141	0.134854771784232
ENSG00000132465	0.023	0.02	0.025	0.0186721991701245
ENSG00000051108	1.569	1.966	5.12	1.30912863070539
ENSG00000211677	0.109	0.114	0.148	0.107883817427386
ENSG00000211897	0.065	0.091	0.106	0.0726141078838174
ENSG00000180879	3.862	2.302	2.684	1.28215767634855
ENSG00000166562	0.122	0.583	0.383	0.20954356846473
ENSG00000211679	0.059	0.059	0.075	0.0477178423236514
ENSG00000051523	3.006	1.013	13.271	1.12863070539419
ENSG00000134285	0.395	0.437	0.11	0.221991701244813
ENSG00000123131	1.502	0.968	0.381	0.819502074688797
ENSG00000211892	0.03	0.036	0.054	0.04149377593361
ENSG00000019582	0.5	22.407	16.048	0.632780082987552
ENSG00000023445	0.078	1.202	2.945	0.130705394190871
ENSG00000211890	0.029	0.017	0.024	0.0103734439834025
ENSG00000138166	0.306	1.364	0.999	0.25103734439834
ENSG00000166598	4.475	3.859	4.604	1.88174273858921
ENSG00000100219	2.261	1.025	2.064	1.35477178423237
ENSG00000118363	2.208	1.33	1.623	1.19087136929461
ENSG00000172183	0.167	0.295	0.303	0.0788381742738589
ENSG00000118705	1.815	1.102	1.97	0.605809128630705
ENSG00000211899	0.031	0.037	0.059	0.029045643153527
ENSG00000114850	1.786	0.866	1.807	0.591286307053942
ENSG00000074842	1.593	0.841	1.09	0.574688796680498
ENSG00000184164	0.407	0.347	0.289	0.246887966804979
ENSG00000143870	1.634	1.738	1.915	0.765560165975104
ENSG00000170348	2.395	0.804	1.885	0.632780082987552
ENSG00000070081	0.589	1.144	0.547	0.313278008298755
ENSG00000114902	1.956	1.174	1.292	1.09958506224066
ENSG00000044574	2.425	2.098	3.382	1.50829875518672
ENSG00000166794	6.212	2.933	2.582	2.16597510373444
ENSG00000244038	1.376	0.693	0.939	0.481327800829876
ENSG00000106803	3.088	2.084	2.453	1.60580912863071
ENSG00000134825	3.569	1.883	2.315	1.24066390041494
ENSG00000049656	0.512	0.471	0.55	0.323651452282158
ENSG00000145050	0.716	0.635	0.552	0.429460580912863
ENSG00000101294	1.161	0.814	1.363	0.402489626556017
ENSG00000182158	0.689	0.323	0.706	0.651452282157676
ENSG00000277443	4.532	1.566	5.878	1.16804979253112
ENSG00000135916	1.147	0.088	0.124	0.900414937759336
ENSG00000129128	0.654	0.991	1.424	0.336099585062241
ENSG00000120742	1.927	1.686	4.48	1.07053941908714
ENSG00000068912	1.052	0.498	0.539	0.400414937759336
ENSG00000136240	2.123	1.241	1.294	0.736514522821577
ENSG00000113387	2.37	2.181	2.415	1.38174273858921
ENSG00000204525	3.128	9.362	5.19	1.96473029045643
ENSG00000128228	0.352	0.363	0.55	0.174273858921162
ENSG00000179218	3.357	2.973	4.798	1.6701244813278
ENSG00000074695	1.936	1.31	1.068	0.715767634854772
ENSG00000183508	0.233	0.252	0.43	0.348547717842324
ENSG00000185624	2.458	1.458	3.07	1.19294605809129
ENSG00000089248	1.7	1.187	2.362	0.786307053941909
ENSG00000136770	1.043	0.764	0.613	0.344398340248963
ENSG00000120725	0.543	0.19	0.369	0.188796680497925
ENSG00000131871	2.312	1.309	1.1	1.14730290456432
ENSG00000159388	7.218	6.079	5.698	9.60373443983402
ENSG00000115677	2.457	1.199	1.904	0.925311203319502
ENSG00000169223	1.413	0.881	1.151	0.564315352697095
ENSG00000076662	0.159	0.267	0.172	0.0663900414937759
ENSG00000105404	4.422	3.185	1.794	3.09751037344398
ENSG00000105438	2.419	1.365	1.294	1.13278008298755
ENSG00000184840	1.198	0.788	1.137	0.448132780082988
ENSG00000116209	5.41	2.952	3.22	2.13485477178423
ENSG00000132432	2.34	1.499	1.526	1.45020746887967
ENSG00000168701	0.754	0.369	0.466	0.273858921161826
ENSG00000163463	2.209	1.729	1.096	1.12655601659751
ENSG00000113621	0.779	0.408	0.306	0.296680497925311
ENSG00000102580	1.091	0.886	1.15	0.701244813278008
ENSG00000257727	0.952	0.511	0.503	0.387966804979253
ENSG00000155660	0.593	0.46	0.914	0.145228215767635
ENSG00000099797	0.924	0.577	2.038	0.674273858921162
ENSG00000163479	3.57	1.453	1.882	1.39004149377593
ENSG00000082438	0.307	0.49	0.134	0.79045643153527
ENSG00000198937	0.202	0.127	0.19	0.0809128630705394
ENSG00000008952	3.763	3.569	2.427	1.69709543568465
ENSG00000198833	0.611	0.853	0.458	0.45643153526971
ENSG00000170542	0.147	0.385	1.651	0.118257261410788
ENSG00000167004	2.782	2.008	2.585	0.946058091286307
ENSG00000150991	24.12	26.409	28.818	15.7033195020747
ENSG00000071537	0.821	0.663	0.881	0.5850622406639
ENSG00000114942	12.146	8.419	9.657	6.08298755186722
ENSG00000139644	5.267	4.04	7.742	2.84232365145228
ENSG00000168374	2.012	1.233	1.595	0.9149377593361
ENSG00000147649	2.855	2.493	4.091	2.0103734439834
ENSG00000177606	32.091	14.474	30.998	12.3381742738589
ENSG00000058262	0.765	0.626	0.749	0.321576763485477
ENSG00000222041	1.567	0.416	0.408	1.07053941908714
ENSG00000067167	2.048	1.622	2.027	0.595435684647303
ENSG00000173486	0.49	0.28	0.254	0.205394190871369
ENSG00000109670	0.261	0.341	0.439	0.180497925311203
ENSG00000167797	0.43	0.61	0.724	0.796680497925311
ENSG00000178741	1.339	1.118	1.797	0.721991701244813
ENSG00000173334	0.519	1.433	1.226	0.192946058091286
ENSG00000073849	0.033	0.979	0.488	0.04149377593361
ENSG00000064393	0.578	1.335	0.808	1.03112033195021
ENSG00000072778	1.613	1.097	1.805	1.58298755186722
ENSG00000117448	0.924	0.676	1.78	0.429460580912863
ENSG00000228474	4.428	2.708	2.812	2.73029045643154
ENSG00000198856	1.698	0.829	1.047	0.70954356846473
ENSG00000143543	1.537	1.197	1.579	0.829875518672199
ENSG00000164938	0.152	0.2	0.383	0.118257261410788
ENSG00000116649	1.185	0.538	0.502	0.371369294605809
ENSG00000240972	5.012	2.386	1.527	2.27178423236515
ENSG00000178381	0.444	0.499	1.869	0.203319502074689
ENSG00000076554	0.013	0.289	0.079	0.0145228215767635
ENSG00000154978	0.246	0.613	1.493	0.16597510373444
ENSG00000118985	1.92	0.343	3.246	2.32365145228216
ENSG00000105518	0.645	0.605	0.559	0.402489626556017
ENSG00000157637	0.779	0.407	0.727	0.195020746887967
ENSG00000120697	0.55	0.411	0.275	0.213692946058091
ENSG00000110011	0.552	0.404	0.532	0.25103734439834
ENSG00000147535	0.267	0.212	0.174	0.134854771784232
ENSG00000148444	0.748	0.323	0.537	0.338174273858921
ENSG00000099860	19.471	8.667	9.86	15.2510373443983
ENSG00000120963	1.438	1.162	2.768	0.786307053941909
ENSG00000164405	2.746	1.74	2.29	1.90248962655602
ENSG00000102265	9.013	1.876	8.078	1.99585062240664
ENSG00000186395	2.799	1.624	1.328	0.95643153526971
ENSG00000124767	1.014	0.661	0.726	0.607883817427386
ENSG00000158604	0.928	0.395	0.771	0.620331950207469
ENSG00000152700	0.626	0.426	0.525	0.367219917012448
ENSG00000095380	0.539	0.762	1.099	0.275933609958506
ENSG00000144224	2.289	1.759	1.513	1.10165975103734
ENSG00000140990	2.339	1.537	1.674	1.87344398340249
ENSG00000128829	0.591	0.605	0.855	0.325726141078838
ENSG00000172590	0.757	0.797	0.789	0.504149377593361
ENSG00000180817	2.381	2.494	0.472	0.780082987551867
ENSG00000185262	0.528	0.626	1.184	0.323651452282158
ENSG00000127914	2.211	1.982	1.679	1.70746887966805
ENSG00000123989	0.296	0.021	0.03	0.130705394190871
ENSG00000126432	3.723	1.555	1.831	1.54356846473029
ENSG00000239672	0.599	0.406	0.347	0.213692946058091
ENSG00000062194	1.103	1.627	2.938	1.09751037344398
ENSG00000172071	0.176	0.11	0.346	0.130705394190871
ENSG00000110958	2.786	3.627	3.755	2.67427385892116
ENSG00000152234	1.957	1.389	2.253	1.57676348547718
ENSG00000174851	0.997	0.45	0.415	0.477178423236515
ENSG00000167642	0.008	0.047	0.665	0.0269709543568465
ENSG00000165502	6.967	4.453	4.892	5.81535269709544
ENSG00000122884	0.651	0.444	1.286	0.195020746887967
ENSG00000144867	0.401	0.208	0.358	0.0850622406639004
ENSG00000124783	0.864	0.678	1.807	0.390041493775934
ENSG00000196937	1	0.621	0.443	0.390041493775934
ENSG00000105669	2.022	1.093	2.17	0.919087136929461
ENSG00000177830	0.616	0.228	1.568	0.226141078838174
ENSG00000159199	1.337	0.704	0.816	0.678423236514523
ENSG00000197157	0.532	0.319	1.029	0.29045643153527
ENSG00000089053	0.961	0.739	0.643	0.578838174273859
ENSG00000248487	0.56	0.105	0.135	0.0871369294605809
ENSG00000183172	2.18	1.547	1.59	1.47717842323651
ENSG00000083845	24.162	14.657	12.28	13.7323651452282
ENSG00000117899	1.242	0.486	0.664	0.294605809128631
ENSG00000152256	0.06	0.101	0.128	0.24896265560166
ENSG00000169567	4.889	4.709	3.567	2.90871369294606
ENSG00000198900	1.604	1.943	2.013	1.20954356846473
ENSG00000151366	2.088	1.688	1.486	1.4896265560166
ENSG00000144381	7.755	10.255	11.735	6.40871369294606
ENSG00000165280	1.543	1.49	1.523	0.939834024896266
ENSG00000123352	0.347	0.411	0.204	0.190871369294606
ENSG00000104529	11.264	6.992	7.514	7.10373443983402
ENSG00000165644	0.337	0.198	0.264	0.267634854771784
ENSG00000154723	2.887	3.335	2.098	2.17842323651452
ENSG00000115806	0.509	0.391	0.367	0.286307053941909
ENSG00000167461	0.5	0.426	0.856	0.342323651452282
ENSG00000198171	0.917	0.744	0.613	0.512448132780083
ENSG00000162298	0.236	0.238	0.279	0.178423236514523
ENSG00000144747	0.918	0.699	0.831	0.657676348547718
ENSG00000196998	1.076	0.555	0.609	0.553941908713693
ENSG00000188229	3.097	4.449	3.555	3.27385892116183
ENSG00000136840	0.343	0.275	0.106	0.184647302904564
ENSG00000171067	0.185	0.062	0.165	0.0601659751037344
ENSG00000196396	0.302	0.466	0.897	0.439834024896266
ENSG00000120899	0.045	0.207	0.867	0.045643153526971
ENSG00000071462	0.503	0.517	0.579	0.354771784232365
ENSG00000197943	0.016	0.579	0.287	0.00829875518672199
ENSG00000113615	0.286	0.191	0.431	0.118257261410788
ENSG00000130733	0.362	0.166	0.251	0.151452282157676
ENSG00000174444	11.741	7.732	9.209	6.33609958506224
ENSG00000106153	5.998	3.92	4.158	4.2551867219917
ENSG00000146416	0.221	0.283	0.215	0.487551867219917
ENSG00000137207	1.076	0.925	0.941	0.518672199170125
ENSG00000134109	0.205	0.154	0.511	0.107883817427386
ENSG00000142166	0.854	0.979	1.17	0.390041493775934
ENSG00000110717	1.339	0.677	0.994	0.838174273858921
ENSG00000149761	0.362	0.262	0.587	0.190871369294606
ENSG00000197451	1.844	1.701	1.736	1.33402489626556
ENSG00000165813	0.686	0.756	0.85	0.363070539419087
ENSG00000088298	0.264	0.139	0.311	0.0892116182572614
ENSG00000175354	0.421	0.325	0.751	0.163900414937759
ENSG00000100196	0.252	0.051	0.014	0.029045643153527
ENSG00000090263	0.665	0.335	0.419	0.282157676348548
ENSG00000116017	0.236	0.047	0.829	0.109958506224066
ENSG00000111481	0.75	0.503	0.839	0.286307053941909
ENSG00000145354	0.34	0.271	0.925	0.170124481327801
ENSG00000170315	10.537	10.218	17.326	8.22199170124481
ENSG00000081307	0.273	0.273	0.099	0.132780082987552
ENSG00000174780	1.087	0.826	0.925	0.643153526970954
ENSG00000108433	0.305	0.464	0.42	0.215767634854772
ENSG00000119013	0.821	0.724	0.983	0.761410788381743
ENSG00000159210	1.008	0.659	0.906	0.775933609958506
ENSG00000103363	4.938	2.811	3.15	3.44190871369295
ENSG00000161016	31.171	26.243	20.037	20.2136929460581
ENSG00000232119	0.719	0.505	0.668	0.348547717842324
ENSG00000100299	0.363	0.188	0.462	0.143153526970954
ENSG00000229117	80.274	50.838	46.453	51.6141078838174
ENSG00000063177	30.413	22.071	18.903	19.3589211618257
ENSG00000198034	34.339	26.974	19.431	19.9211618257261
ENSG00000196235	0.763	1.237	1.644	0.477178423236515
ENSG00000102393	1.405	0.334	1.465	1.36929460580913
ENSG00000133812	0.608	0.5	0.757	0.466804979253112
ENSG00000166833	0.444	0.135	0.419	0.101659751037344
ENSG00000219481	0.37	0.178	0.437	0.0975103734439834
ENSG00000167566	0.52	0.284	0.463	0.302904564315353
ENSG00000110931	0.475	0.389	0.547	0.408713692946058
ENSG00000151893	0.575	0.414	1.001	0.261410788381743
ENSG00000165102	0.653	0.599	0.656	0.404564315352697
ENSG00000126947	0.926	0.355	0.656	0.479253112033195
ENSG00000270640	0.521	0.704	0.535	0.506224066390041
ENSG00000132274	0.556	0.515	0.701	0.0746887966804979
